entity_type,name,sport,city,state,tier,cwg_2036_relevance,olympic_2032_relevance,digital_readiness,pipeline_stage,participants_or_capacity,frequency,age,gender,performance_level,funding_status,athletiq_opportunity_score,tags,notes,source_link
Academy,NOVA Football Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,nova-football-club","Age Groups: U-12, U-14, U-16, U-17, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_NOVAFCLogo_1750220053.jpg | Website: http://www.novafoundation.in",https://www.the-aiff.com/club/20922
Academy,Kerala Blasters Football Club,Football,Kochi,Kerala,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,kerala-blasters-football-club","Age Groups: nan | Competitions: , Indian Super League, , Second Division League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League, , Hero Super Cup | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_8982-logo_small-1608191863.jpg | Website: https://keralablastersfc.in/",https://www.the-aiff.com/club/8982
Academy,Sportto Soccer Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sportto-soccer-club","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11989-logo_small-1676443945.png | Website: http://www.sporttosoccerclub.com",https://www.the-aiff.com/club/11989
Academy,FAO ACADEMY,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,fao-academy","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/12397-Slogo-1576385888.jpeg | Website: nan",https://www.the-aiff.com/club/12397
Academy,Real Kashmir FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,real-kashmir-fc","Age Groups: nan | Competitions: , Indian Football League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League, , Hero Super Cup, , Durand Cup | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11497-logo_small-1645793815.png | Website: https://www.realkashmirfc.com/",https://www.the-aiff.com/club/11497
Academy,POLOI FOOTBALL CLUB,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,poloi-football-club","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_IMG85661_1719944804.png | Website: nan",https://www.the-aiff.com/club/15982
Academy,Sanjeevan Sports Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sanjeevan-sports-academy","Age Groups: U-12, U-13 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_19031-logo_small-1765177562.jpg | Website: nan",https://www.the-aiff.com/club/19031
Academy,Rudra FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,rudra-fc","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_RudraFcLogo_1704361272.png | Website: http://www.rudrafc.com",https://www.the-aiff.com/club/12462
Academy,A & N Soccer School,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,a-&-n-soccer-school","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_WhatsAppImage20240704at133032dfc789b9_1722245983.jpg | Website: https://ansoccerschool.in/",https://www.the-aiff.com/club/19101
Academy,"SAIL FOOTBALL ACADEMY, BOKARO, JHARKHAND",Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sail-football-academy,-bokaro,-jharkhand","Age Groups: nan | Competitions: , AIFF Elite League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/11476-Slogo-1576385742.jpg | Website: nan",https://www.the-aiff.com/club/11476
Academy,India Rush Soccer Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,india-rush-soccer-club","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_Logo_1578642843.png | Website: http://www.indiarushsoccer.com",https://www.the-aiff.com/club/11415
Academy,Little Star Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,little-star-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_14557-logo_small-1679826989.png | Website: nan",https://www.the-aiff.com/club/14557
Academy,Yazhi Football Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,yazhi-football-club","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_IMG20251107080507_1763386461.jpg | Website: nan",https://www.the-aiff.com/club/19124
Academy,Northern United Football Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,northern-united-football-club","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_fc_1677561965.jpg | Website: http://northernunitedfc.in/",https://www.the-aiff.com/club/16632
Academy,Kodagu FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,kodagu-fc","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_KODAGUFCLOGO2021_1634318445.jpg | Website: http://www.kodagufc.com",https://www.the-aiff.com/club/14105
Academy,Infocus Sports Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,infocus-sports-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_logoISA_1769058970.png | Website: nan",https://www.the-aiff.com/club/20992
Academy,SP ONE FOUNDATION,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sp-one-foundation","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_19115-logo_small-1757654840.jpg | Website: nan",https://www.the-aiff.com/club/19115
Academy,Sporthood FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sporthood-fc","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://the-aiff.com/assets/images/logo_default_club.png | Website: nan",https://www.the-aiff.com/club/14374
Academy,SANG-GAI HEROES,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sang-gai-heroes","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_16546-logo_small-1731319496.png | Website: nan",https://www.the-aiff.com/club/16546
Academy,New Football Club Kerala,Football,Kochi,Kerala,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,new-football-club-kerala","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_FOOTBALLCLUBKERALA11_1749178615.png | Website: http://footballclubkerala. com",https://www.the-aiff.com/club/12087
Academy,Raman Vijayan Soccer School,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,raman-vijayan-soccer-school","Age Groups: U-12, U-14, U-16, U-18 | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_RVSSLogo_1583556681.jpg | Website: http://www.rvssfootball.com",https://www.the-aiff.com/club/11789
Academy,LUCKNOW FALCONS FOOTBALL CLUB,Football,Lucknow,Uttar Pradesh,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,lucknow-falcons-football-club","Age Groups: U-12, U-15, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_IMG4006_1749283975.png | Website: nan",https://www.the-aiff.com/club/20888
Academy,SADAR HILLS FA,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sadar-hills-fa","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_sfamainlogo_1749720796.png | Website: nan",https://www.the-aiff.com/club/20890
Academy,Rebels FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,rebels-fc","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/12998-Slogo-1576385898.jpg | Website: https://rfcfootballacademy.in/",https://www.the-aiff.com/club/12998
Academy,Kahaani Football Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,kahaani-football-club","Age Groups: U-12, U-14, U-16 | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_kahaani5ColourLogo_1577956263.png | Website: http://www.kahaanifc.com",https://www.the-aiff.com/club/8641
Academy,SOUTH DUMDUM MUNICIPAL SPORTS ACADEMY,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,south-dumdum-municipal-sports-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_download_1720609804.png | Website: nan",https://www.the-aiff.com/club/11582
Academy,STEMFIELD FOOTBALL CLUB JABALPUR,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,stemfield-football-club-jabalpur","Age Groups: U-12, U-16 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_STEMFIELDFCLOGO_1692440974.jpg | Website: http://www.stemfield.com",https://www.the-aiff.com/club/17575
Academy,Oscar Foundation- Mumbai,Football,Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,oscar-foundation--mumbai","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_12188-logo_small-1720439327.jpg | Website: http://www.oscar-foundation.org",https://www.the-aiff.com/club/12188
Academy,Puzhal Football Coaching Association,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,puzhal-football-coaching-association","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_PFCAFootballLogoWHITEBG_1721592056.jpg | Website: nan",https://www.the-aiff.com/club/19080
Academy,Alpha Sports Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,alpha-sports-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/lr_16648-logo-1670551899.jfif | Website: http://www.alphasports.one",https://www.the-aiff.com/club/16648
Academy,Mahogany FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,mahogany-fc","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_Mahogany2006LogoSquareTransparent_1698319278.png | Website: http://www.mahoganyfc.com",https://www.the-aiff.com/club/17137
Academy,CHIKIM FA,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,chikim-fa","Age Groups: U-12, U-14, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_CHIKIMFALOGOcopy_1751649938.jpg | Website: nan",https://www.the-aiff.com/club/20937
Academy,LAMKA FA,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,lamka-fa","Age Groups: U-12, U-14, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_NewLogocopybb_1748498086.jpg | Website: nan",https://www.the-aiff.com/club/19020
Academy,MUVANLAI ATHLETICS,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,muvanlai-athletics","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/11492-Slogo-1576385742.jpg | Website: nan",https://www.the-aiff.com/club/11492
Academy,City FC Pune,Football,Pune,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,city-fc-pune","Age Groups: U-12, U-14 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_CITYFCLOGO2021_1658769379.png | Website: http://cityfcpune.com",https://www.the-aiff.com/club/16122
Academy,Athlead Football Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,athlead-football-club","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://the-aiff.com/assets/images/logo_default_club.png | Website: nan",https://www.the-aiff.com/club/20982
Academy,Nashik Juniors Football Club - Nashik,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,nashik-juniors-football-club---nashik","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_NJ_1757840324.jpg | Website: nan",https://www.the-aiff.com/club/20893
Coach,Pullela Gopichand,Badminton,,Telangana,,,,,,,,,,Dronacharya Awardee,,,,"Chief National Coach for the Indian Badminton team, mentor to PV Sindhu and Saina Nehwal.",
Coach,Satpal Singh,Wrestling,,Delhi,,,,,,,,,,Dronacharya Awardee,,,,"Gold medalist, coaches at Chhatrasal Stadium. Mentor to Olympic medalists Sushil Kumar and Yogeshwar Dutt.",
Coach,Rahul Dravid,Cricket,,Karnataka,,,,,,,,,,National,,,,Former Indian captain and head coach of the Indian national cricket team.,
Coach,Jaspal Rana,Shooting,,Uttarakhand,,,,,,,,,,National,,,,"Key figure in nurturing young Indian shooting talent, multiple Asian Games gold medalist.",
Coach,Mahavir Singh Phogat,Wrestling,,Haryana,,,,,,,,,,Dronacharya Awardee,,,,Senior Olympics coach. Trained Geeta Phogat and Babita Kumari to international success.,
Coach,O.M. Nambiar,Athletics,,Kerala,,,,,,,,,,Dronacharya Awardee,,,,Renowned for mentoring legendary sprinter P.T. Usha.,
Coach,Balkrishan Singh,Hockey,,Punjab,,,,,,,,,,Olympic Coach,,,,Won Olympic gold as player (1956) and coach (1980).,
Coach,Bishweshwar Nandi,Gymnastics,,Tripura,,,,,,,,,,Dronacharya Awardee,,,,Coached gymnast Dipa Karmakar to her historic Olympic performance.,
Coach,Syed Abdul Rahim,Football,,Telangana,,,,,,,,,,Former National Coach,,,,"Architect of modern Indian football, led India to Asian Games gold.",
Coach,Vimal Kumar,Badminton,,Karnataka,,,,,,,,,,National,,,,Co-founder of Prakash Padukone Badminton Academy.,
Athlete,Neeraj Chopra,Athletics,,Haryana,,,,,,,,,,International,,,,Javelin Throw | Olympic Gold Medalist (Tokyo 2020) and World Champion.,
Athlete,PV Sindhu,Badminton,,Telangana,,,,,,,,,,International,,,,"Women's Singles | Two-time Olympic Medalist (Silver, Bronze) and World Champion.",
Athlete,Mirabai Chanu,Weightlifting,,Manipur,,,,,,,,,,International,,,,49kg Category | Olympic Silver Medalist (Tokyo 2020) and World Champion.,
Athlete,Mary Kom,Boxing,,Manipur,,,,,,,,,,International,,,,Multiple categories | Six-time World Champion and Olympic Bronze Medalist.,
Athlete,Sunil Chhetri,Football,,Telangana,,,,,,,,,,International,,,,"Striker | Former Captain of the Indian National Team, record goalscorer.",
Athlete,Sushil Kumar,Wrestling,,Delhi,,,,,,,,,,International,,,,"66kg Freestyle | Two-time Olympic Medalist (Silver, Bronze) and World Champion.",
Athlete,PR Sreejesh,Hockey,,Kerala,,,,,,,,,,International,,,,Goalkeeper | Olympic Bronze Medalist (Tokyo 2020).,
Athlete,Lovlina Borgohain,Boxing,,Assam,,,,,,,,,,International,,,,69kg Category | Olympic Bronze Medalist (Tokyo 2020) and World Champion.,
Athlete,Bajrang Punia,Wrestling,,Haryana,,,,,,,,,,International,,,,65kg Freestyle | Olympic Bronze Medalist (Tokyo 2020).,
Athlete,Manu Bhaker,Shooting,,Haryana,,,,,,,,,,International,,,,10m Air Pistol | Double Olympic Bronze Medalist (Paris 2024).,
Coach,Deepali Deshpande,Shooting,,Maharashtra,,,,,,,,,,Dronacharya Awardee,,,,Former Olympic shooter and 2024 Dronacharya Awardee for coaching excellence.,
Coach,Sandeep Sangwan,Hockey,,Haryana,,,,,,,,,,Dronacharya Awardee,,,,"Hockey coach, awarded 2024 Dronacharya for consistent excellence.",
Coach,S. Muralidharan,Badminton,,Kerala,,,,,,,,,,Dronacharya Awardee,,,,"Badminton coach, 2024 Lifetime Dronacharya Awardee.",
Coach,Armando Agnelo Colaco,Football,,Goa,,,,,,,,,,Dronacharya Awardee,,,,"Legendary Indian football manager, 2024 Lifetime Dronacharya Awardee.",
Coach,Lalit Kumar,Wrestling,,Delhi,,,,,,,,,,Dronacharya Awardee,,,,"Wrestling coach, 2023 Dronacharya Awardee.",
Coach,R. B. Ramesh,Chess,,Tamil Nadu,,,,,,,,,,Dronacharya Awardee,,,,"Renowned chess coach, 2023 Dronacharya Awardee.",
Coach,Shivendra Singh,Hockey,,Madhya Pradesh,,,,,,,,,,Dronacharya Awardee,,,,Former international player and 2023 Dronacharya Awardee.,
Coach,Ganesh Prabhakar Devrukhkar,Mallakhamb,,Maharashtra,,,,,,,,,,Dronacharya Awardee,,,,"Mallakhamb coach, 2023 Dronacharya Awardee.",
Coach,Jaskirat Singh Grewal,Golf,,Punjab,,,,,,,,,,Dronacharya Awardee,,,,"Golf coach, 2023 Lifetime Dronacharya Awardee.",
Coach,Bhaskaran E.,Kabaddi,,Tamil Nadu,,,,,,,,,,Dronacharya Awardee,,,,"Kabaddi coach, 2023 Lifetime Dronacharya Awardee.",
Coach,Jayanta Kumar Pushilal,Table Tennis,,West Bengal,,,,,,,,,,Dronacharya Awardee,,,,"Table Tennis coach, 2023 Lifetime Dronacharya Awardee.",
Coach,P.K. Banerjee,Football,,West Bengal,,,,,,,,,,Legendary Coach,,,,One of India's greatest footballers and legendary coach for national team and clubs.,
Coach,Amal Dutta,Football,,West Bengal,,,,,,,,,,National,,,,"India's first professional football coach, known for tactical innovation.",
Coach,Syed Nayeemuddin,Football,,Telangana,,,,,,,,,,Dronacharya Awardee,,,,Only person to win both Arjuna and Dronacharya awards in football.,
Coach,Ilyas Babar,Athletics,,Telangana,,,,,,,,,,Dronacharya Awardee,,,,Highly respected athletics coach who mentored several top-tier Indian athletes.,
Coach,Robert Bobby George,Athletics,,Kerala,,,,,,,,,,Dronacharya Awardee,,,,"Renowned long jump coach, mentored Anju Bobby George.",
Coach,R.D. Singh,Athletics,,Rajasthan,,,,,,,,,,Dronacharya Awardee,,,,Instrumental in training Indian para-athletes to international success.,
Coach,Ravi Shastri,Cricket,,Maharashtra,,,,,,,,,,Former National Coach,,,,Highly successful former head coach of the Indian Men's Cricket Team.,
Coach,Anil Kumble,Cricket,,Karnataka,,,,,,,,,,Former National Coach,,,,Legendary spinner and former head coach of the Indian cricket team.,
Coach,Gurbaksh Singh Sandhu,Boxing,,Punjab,,,,,,,,,,Dronacharya Awardee,,,,"Longest-serving national boxing coach, led India to its first Olympic boxing medal.",
Coach,B.I. Fernandez,Boxing,,Delhi,,,,,,,,,,Dronacharya Awardee,,,,Cuban coach who revolutionized Indian amateur boxing alongside GS Sandhu.,
Coach,Sanjay Bhardwaj,Cricket,,Delhi,,,,,,,,,,Dronacharya Awardee,,,,Mentored Gautam Gambhir and Amit Mishra.,
Coach,Rajkumar Sharma,Cricket,,Delhi,,,,,,,,,,Dronacharya Awardee,,,,Childhood coach of Virat Kohli.,
Coach,Tarak Sinha,Cricket,,Delhi,,,,,,,,,,Dronacharya Awardee,,,,"Founder of Sonnet Club, produced numerous international cricketers.",
Coach,S.M. Arif,Badminton,,Telangana,,,,,,,,,,Dronacharya Awardee,,,,"Former chief national badminton coach, Padma Shri awardee.",
Coach,Nihar Ameen,Swimming,,Karnataka,,,,,,,,,,Dronacharya Awardee,,,,"Top swimming coach, mentors elite Indian swimmers.",
